titre	identifiant	prix	prix soldé	état	disponibilité	Canal	libellé du flux	langue	canonical link	catégorie	description	gtin	identifiant groupe	lien	lien image	lien image supplémentaire	livraison(frais livraison:pays livraison)	marque	taille	tous les clics	tranche d'âge	étiquette personnalisée 0	étiquette personnalisée 1	étiquette personnalisée 2	étiquette personnalisée 3	étiquette personnalisée 4
Botas de futbol Futbol Unisex Botas De Fútbol De Hombre adidas Predator League Mg Adidas Performance	IE2610	90.00 EUR	72.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/botas-futbol-hombre-predator-league-mg-adidas-performance-cblack-carbon-cblack-ie2610	Futbol > Botas de futbol	Botas De Futbol Futbol Botas Fútbol Hombre Predator League Mg adidas Performance Unisex	4066765327031	IE2610	https://lp.base.net/botas-futbol-hombre-predator-league-mg-adidas-performance-cblack-carbon-cblack-ie2610?lpoid=6d68a3e8043a54f6d876e9b8ce572edcb34c2549	https://www.base.net/media/catalog/product/0/1/01_ie2610.jpg	https://www.base.net/media/catalog/product/0/2/02_ie2610.jpg,https://www.base.net/media/catalog/product/0/3/03_ie2610.jpg,https://www.base.net/media/catalog/product/0/4/04_ie2610.jpg	0.00 EUR:ES	adidas	43 1/3	0	adulte	Dataiads-allcategs-var	Futbol	Unisex		REBAJAS-ENERO-25
Vans Filmore hi	vn0a5hyua801	58.50 EUR		neuf	en stock	Magasin en ligne	ES	es			Las zapatillas Vans Filmore High-Top para mujer son todo un clásico que no puedes no tener. Su diseño alto combina con todo. Además su acolchado interior te mantiene en las mejores condiciones. La suela de goma flexile tracciona sobre cualquier superficie a la perfección.  COMPOSICIÓN y TECNOLOGÍA  Parte superior de ante Suela de goma flexible Cuello acolchado en su interior			https://canarias.base.net/vans-filmore-hi-suede-metallic-blkhmatit-vn0a5hyua801-a80	https://www.base.net/media/catalog/product/0/1/01_vn0a5hyua801_a80_1_3.jpg	https://www.base.net/media/catalog/product/0/2/02_vn0a5hyua801_a80.jpg	:ES	Vans		0						
Chandal Casual Junior Puma Power Cat Fz ho	679155-44	68.00 EUR	44.20 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/puma-power-cat-fz-ho-eucalyptus-679155-44	Casual > Chandal	Chandal Casual Puma Power Cat Fz ho Junior	4099685009534	679155-44	https://lp.base.net/puma-power-cat-fz-ho-eucalyptus-679155-44?lpoid=09483940db8bad545299b405da17557fce6a01ea	https://www.base.net/media/catalog/product/0/1/01_679155_44.jpg	https://www.base.net/media/catalog/product/0/2/02_679155_44.jpg,https://www.base.net/media/catalog/product/0/3/03_679155_44.jpg	3.99 EUR:ES	Puma	7-8 años	20	enfants	Dataiads-allcategs-ori	Casual	Junior		REBAJAS-ENERO-25
Chanclas Casual Mujer Ipanema Anatomica Tan	IP81030-AG184	17.99 EUR	11.69 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/ipanema-anatomica-tan-pink-metallic-pink-ip81030-ag184	Casual > Chanclas	Chanclas Casual Ipanema Anatomica Tan Mujer	7909806545476	IP81030-AG184	https://lp.base.net/ipanema-anatomica-tan-pink-metallic-pink-ip81030-ag184?lpoid=cc467ed21a399a5794ab80c66f85b95bc4b2c27e	https://www.base.net/media/catalog/product/0/1/01_ip81030_ag184.jpg	https://www.base.net/media/catalog/product/0/2/02_ip81030_ag184.jpg	3.99 EUR:ES	Ipanema	35/36	1	adulte	Dataiads-allcategs-ori	Casual	Mujer	"MSS-BASE"	REBAJAS-ENERO-25
Zapatillas Outdoor Mujer North Face Hedgehog Futurelight	NF0A52QWKB8-KB8	130.00 EUR	78.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/north-face-hedgehog-futurelight-zinc-grey-griffin-grey-nf0a52qwkb8-kb8	Outdoor > Zapatillas	Zapatillas Outdoor North Face Hedgehog Futurelight Mujer	194902437122	NF0A52QWKB8-KB8	https://lp.base.net/north-face-hedgehog-futurelight-zinc-grey-griffin-grey-nf0a52qwkb8-kb8?lpoid=93bd7415712205a70448b2a98e25e6e137e89ffd	https://www.base.net/media/catalog/product/0/1/01_nf0a52qwkb8_kb8.jpg	https://www.base.net/media/catalog/product/0/2/02_nf0a52qwkb8_kb8.jpg,https://www.base.net/media/catalog/product/0/3/03_nf0a52qwkb8_kb8.jpg,https://www.base.net/media/catalog/product/0/	0.00 EUR:ES	The North Face	40	69	adulte	Dataiads-allcategs-ori	Outdoor	Mujer	"REBAJAS"	REBAJAS-ENERO-25
Zapatillas Running Hombre Zapatilla Running Hombre Galaxy 7 M adidas Performance	JI4597	55.00 EUR	55.00 EUR		en stock	Magasin en ligne	ES	es		Running > Zapatillas	Zapatillas Running Zapatilla Running Hombre Galaxy 7 M adidas Performance Hombre	4067892214201	JI4597	https://www.base.net/zapatilla-running-hombre-galaxy-7-m-adidas-performance-cblack-pullim-grefiv-ji4597	https://www.base.net/media/catalog/product/0/1/01_ji4597.jpg	https://www.base.net/media/catalog/product/0/2/02_ji4597.jpg,https://www.base.net/media/catalog/product/0/3/03_ji4597.jpg,https://www.base.net/media/catalog/product/0/4/04_ji4597.jpg	0.00 EUR:ES	adidas	46	3	adulte		Running	Hombre		
Converse Pro Blaze	a03227c	48.00 EUR		neuf	en stock	Magasin en ligne	ES	es			La correa Converse Pro Blaze es una silueta de calle inspirada en detalles deportivos, con un tamaño solo para niños. Los colores inspirados en el equipo universitario resaltan en la parte superior clásica de cuero y lona, destacan la marca denominativa Star Chevron y Converse. Los cordones elásticos fijos se combinan con la correa del tobillo para ponérselos y quitárselos fácilmente, lo que les permite ajustar el calce a medida que avanzan. La lengüeta y el cuello acolchados brindan mayor comodidad, con un tope de goma en la punta para una protección a prueba de juegos.  COMPOSICIÓN Y TECNOLOGÍA   Zapatilla alta con parte superior de cuero y tela.  Plantilla SmartFOAM para comodidad durante todo el día.  El color inspirado en el equipo universitario resalta en la marca Converse.  La lengüeta y el cuello acolchados brindan comodidad adicional.  Los cordones fijos facilitan ponerse y quitarse.			https://canarias.base.net/converse-pro-blaze-black-a03227c-001	https://www.base.net/media/catalog/product/0/1/01_a03227c_001.jpg		:ES	Converse		2						
Zapatillas Casual Hombre Vans Mn Filmore	VN0A3MTJHCV1-VNHCV	75.00 EUR	41.25 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/vans-mn-filmore-root-beer-vn0a3mtjhcv1-vnhcv	Casual > Zapatillas	Zapatillas Casual Vans Mn Filmore Hombre	196571155703	VN0A3MTJHCV1-VNHCV	https://lp.base.net/vans-mn-filmore-root-beer-vn0a3mtjhcv1-vnhcv?lpoid=1169215b101c8751229cbc185d4b7c3952b1bf2e	https://www.base.net/media/catalog/product/0/1/01_vn0a3mtjhcv1_vnhcv.jpg	https://www.base.net/media/catalog/product/0/2/02_vn0a3mtjhcv1_vnhcv.jpg,https://www.base.net/media/catalog/product/0/3/03_vn0a3mtjhcv1_vnhcv.jpg,https://www.base.net/media/catalog/p	3.99 EUR:ES	Vans	43	101	adulte	Dataiads-allcategs-var	Casual	Hombre	"SUMMER"	REBAJAS-ENERO-25
Puma Infuse Oversized Tee	535070	23.70 EUR		neuf	en stock	Magasin en ligne	ES	es			La camiseta extragrande para mujer Infuse aporta sencillez a tu look diario. La manera perfecta de resaltar tu estilo urbano. El estilo de moda presenta un ajuste atrevido y relajado y tecnología dryCELL que te mantiene cómodo sin importar dónde o cuándo lo uses.  COMPOSICIÓN Y TECNOLOGÍA  El material DRYCELL de alta tecnología elimina la humedad, manteniéndote seco y cómodo.			https://canarias.base.net/puma-infuse-oversized-tee-pristine-535070-65	https://www.base.net/media/catalog/product/0/1/01_535070_65.jpg		:ES	Puma		0						
Camiseta Casual Hombre Ripcurl Dam	CTEUX5-4656	24.99 EUR	12.50 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/ripcurl-dam-vintage-blue-cteux5-4656	Casual > Camiseta	Camiseta Casual Ripcurl Dam Hombre	9354610822929	CTEUX5-4656	https://lp.base.net/ripcurl-dam-vintage-blue-cteux5-4656?lpoid=0ba3c58a3a1534dce3829ebee62a5932b657c5d6	https://www.base.net/media/catalog/product/0/1/01_cteux5_4656.jpg	https://www.base.net/media/catalog/product/0/2/02_cteux5_4656.jpg,https://www.base.net/media/catalog/product/0/3/03_cteux5_4656.jpg,https://www.base.net/media/catalog/product/0/4/04_cteux5_	3.99 EUR:ES	Rip Curl	M	0	adulte	Dataiads-allcategs-ori	Casual	Hombre	"outlet-base"	REBAJAS-ENERO-25
Zapatillas Casual Hombre Nike Court Royale 2	DH3160-001	69.99 EUR	55.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-court-royale-2-black-white-dh3160-001	Casual > Zapatillas	Zapatillas Casual Nike Court Royale 2 Hombre	195243500384	DH3160-001	https://lp.base.net/nike-court-royale-2-black-white-dh3160-001?lpoid=ee18eb4c9c91f678ab7448f7f4a03393339b73f6	https://www.base.net/media/catalog/product/0/1/01_dh3160_001.jpg	https://www.base.net/media/catalog/product/0/2/02_dh3160_001.jpg,https://www.base.net/media/catalog/product/0/3/03_dh3160_001.jpg,https://www.base.net/media/catalog/product/0/4/04_dh3160_001	0.00 EUR:ES	Nike	41	2	adulte	Dataiads-allcategs-ori	Casual	Hombre	"REBAJAS"	REBAJAS-ENERO-25
Gorro Running Unisex Gorra Running Runx4d Cap H.r. adidas Performance	IS3770	30.00 EUR	30.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/gorra-running-runx4d-cap-h-r-adidas-performance-black-is3770	Running > Gorro	Gorro Running Gorra Running Runx4d Cap H.r. adidas Performance Unisex	4067886766334	IS3770	https://lp.base.net/gorra-running-runx4d-cap-h-r-adidas-performance-black-is3770?lpoid=f7d52869b52d2eb16f022ab539022c561235ec2a	https://www.base.net/media/catalog/product/0/1/01_is3770.jpg	https://www.base.net/media/catalog/product/0/2/02_is3770.jpg,https://www.base.net/media/catalog/product/0/3/03_is3770.jpg,https://www.base.net/media/catalog/product/0/4/04_is3770.jpg	3.99 EUR:ES	adidas Performance	M	1	adulte	Dataiads-allcategs-var	Running	Unisex		NOVEDAD-FA24
Camiseta Padel Mujer Camiseta Bullpadel Uncia Mujer	AL72-056	38.00 EUR	20.90 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/camiseta-bullpadel-uncia-mujer-frambuesa-al72-056	Padel > Camiseta	Camiseta Padel Camiseta Bullpadel Uncia Mujer Mujer	8445402317028	AL72-056	https://lp.base.net/camiseta-bullpadel-uncia-mujer-frambuesa-al72-056?lpoid=d08f5f16ebf0cfae5e06ecd4abe2259f70dd7448	https://www.base.net/media/catalog/product/0/1/01_al72_056.jpg	https://www.base.net/media/catalog/product/0/2/02_al72_056.jpg,https://www.base.net/media/catalog/product/0/3/03_al72_056.jpg,https://www.base.net/media/catalog/product/0/4/04_al72_056.jpg	3.99 EUR:ES	Bullpadel	S	0	adulte	Dataiads-allcategs-var	Padel	Mujer	"outlet-base"	REBAJAS-ENERO-25
Botas de futbol Futbol Unisex Botas De Fútbol Hombre F50 League 2g/3g Ag adidas Performance	IF1330	90.00 EUR	63.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/botas-de-futbol-hombre-f50-league-2g-3g-ag-adidas-performance-ftwwht-solred-lucblu-if1330	Futbol > Botas de futbol	Botas De Futbol Futbol Botas De Fútbol Hombre F50 League 2g/3g Ag adidas Performance Unisex	4067889638904	IF1330	https://lp.base.net/botas-de-futbol-hombre-f50-league-2g-3g-ag-adidas-performance-ftwwht-solred-lucblu-if1330?lpoid=cfe49448931f7db7b7e8f7aa281782e681c2f9e1	https://www.base.net/media/catalog/product/0/1/01_if1330.jpg	https://www.base.net/media/catalog/product/0/2/02_if1330.jpg,https://www.base.net/media/catalog/product/0/3/03_if1330.jpg,https://www.base.net/media/catalog/product/0/4/04_if1330.jpg	0.00 EUR:ES	adidas	45 1/3	79	adulte	Dataiads-allcategs-ori	Futbol	Unisex		REBAJAS-ENERO-25
The North Face Vectiv Fastpack Future Light	nf0a5jcyiic	87.00 EUR		neuf	en stock	Magasin en ligne	ES	es			COMPOSICIÓN Y TECNOLOGÍA   Las zapatillas de senderismo VECTIV Fastpack FUTURELIGHT son ligeras, duraderas e impermeables para ofrecer comodidad y protección durante todo el día en los senderos.			https://canarias.base.net/the-north-face-vectiv-fastpack-future-light-supersonicblue-tnfblack-nf0a5jcyiic-iic	https://www.base.net/media/catalog/product/0/1/01_nf0a5jcyiic_iic.jpg		:ES	The North Face		13						
Pantalon Futbol Hombre adidas Squadra 21	GN5773	20.00 EUR	16.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/adidas-squadra-21-white-black-gn5773	Futbol > Pantalon	Pantalon Futbol adidas Squadra 21 Hombre	4064045216341	GN5773	https://lp.base.net/adidas-squadra-21-white-black-gn5773?lpoid=586c95cf4feb2a95b3d33b0acd6cce2e871e77bb	https://www.base.net/media/catalog/product/0/1/01_gn5773.jpg		3.99 EUR:ES	adidas	XL	0	adulte	Dataiads-allcategs-var	Futbol	Hombre	"REBAJAS"	REBAJAS-ENERO-25
Guantes Running Hombre Nike M Sphere 4.0 rg	N1002980082LG-082	40.00 EUR	40.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-m-sphere-4-0-rg-blablasil-n1002980082lg-082	Running > Guantes	Guantes Running Nike M Sphere 4.0 rg Hombre	887791731357	N1002980082LG-082	https://lp.base.net/nike-m-sphere-4-0-rg-blablasil-n1002980082lg-082?lpoid=b3066663d6270f3f679c8e6653e9781753d8c26e	https://www.base.net/media/catalog/product/0/1/01_n1002980082lg_082.jpg	https://www.base.net/media/catalog/product/0/2/02_n1002980082lg_082.jpg	3.99 EUR:ES	Nike	L	3	adulte	Dataiads-allcategs-ori	Running	Hombre		
Botas Baloncesto Hombre Nike Giannis Immortality 4 "halloween"	FQ3680-500	89.99 EUR	89.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-giannis-immortality-4-halloween-black-raspberry-aster-pin-fq3680-500	Baloncesto > Botas	Botas Baloncesto Nike Giannis Immortality 4 halloween Hombre	197597799810	FQ3680-500	https://lp.base.net/nike-giannis-immortality-4-halloween-black-raspberry-aster-pin-fq3680-500?lpoid=f69397388493690e0441ed53f0e4d99dbc962419	https://www.base.net/media/catalog/product/0/1/01_fq3680_500.jpg	https://www.base.net/media/catalog/product/0/2/02_fq3680_500.jpg,https://www.base.net/media/catalog/product/0/3/03_fq3680_500.jpg,https://www.base.net/media/catalog/product/0/4/04_fq3680_500	0.00 EUR:ES	Nike	40.5	230	adulte	Dataiads-allcategs-var	Baloncesto	Hombre		
Camiseta Casual Hombre Champion Crewneck T-Shirt	219214F23-BS501	25.90 EUR	11.66 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/champion-crewneck-t-shirt-nny-219214f23-bs501	Casual > Camiseta	Camiseta Casual Champion Crewneck T-Shirt Hombre	8058132411371	219214F23-BS501	https://lp.base.net/champion-crewneck-t-shirt-nny-219214f23-bs501?lpoid=e7e1c1bda2e494b249cd40e00c5ee8fac96c467a	https://www.base.net/media/catalog/product/0/1/01_219214f23_bs501.jpg	https://www.base.net/media/catalog/product/0/2/02_219214f23_bs501.jpg,https://www.base.net/media/catalog/product/0/3/03_219214f23_bs501.jpg,https://www.base.net/media/catalog/product/0/	3.99 EUR:ES	Champion	S	3	adulte	Dataiads-allcategs-ori	Casual	Hombre	"SUMMER"	BF-DOS-CUATRO
Columbia Powder Lite Hooded	1699071	84.00 EUR		neuf	en stock	Magasin en ligne	ES	es			DOMINA EL INVIERNO. Esta chaqueta ligera, confeccionada con una capa exterior deperlante al agua, presenta cremalleras de dos direcciones y ofrece el abrigo perfecto para el frío. El forro térmico reflectante captura el calor corporal y lo sella dentro de la prenda. Consigue protección adicional frente al frío con el dobladillo hasta medio muslo y la capucha. Los bolsillos calientamanos con cremallera y el bolsillo interior de seguridad son perfectos para guardar tus objetos de valor.  COMPOSICIÓN Y TECNOLOGÍA   Forro reflectante Omni-Heat.  Tejido deperlante al agua.  Ribete en el cuello y los puños.  Ribete en la sisa.  Bolsillo interior de seguridad.  Bolsillos laterales con cremallera.  Dobladillo ajustable con ceñidor.  Longitud al centro de la espalda: 66.0cm.  Usos: Senderismo, Actividades urbanas.  Tipo de excursión: Excursiones de un día.			https://canarias.base.net/columbia-powder-lite-hooded-nocturnal-dark-nocturnal-1699071-470	https://www.base.net/media/catalog/product/0/1/01_1699071_470.jpg		:ES	Columbia		0						
Malla Fitness Mujer Puma Train Puma Strong	521651-01	27.00 EUR	17.55 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/puma-train-puma-strong-black-521651-01	Fitness > Malla	Malla Fitness Puma Train Puma Strong Mujer	4064533497306	521651-01	https://lp.base.net/puma-train-puma-strong-black-521651-01?lpoid=c748dd803c8c7f47533bbc3f62722fe346a6c415	https://www.base.net/media/catalog/product/0/1/01_521651_01.jpg	https://www.base.net/media/catalog/product/0/1/01_521651_01.jpg,https://www.base.net/media/catalog/product/0/2/02_521651_01.jpg	3.99 EUR:ES	Puma	L	1	adulte	Dataiads-allcategs-ori	Fitness	Mujer	"outlet-base"	REBAJAS-ENERO-25
Ropa interior Fitness Mujer Under Armour Infinity Mid Covered	1363353-001	45.00 EUR	27.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/under-armour-infinity-mid-covered-black-black-white-1363353-001	Fitness > Ropa interior	Ropa Interior Fitness Under Armour Infinity Mid Covered Mujer	194513146048	1363353-001	https://lp.base.net/under-armour-infinity-mid-covered-black-black-white-1363353-001?lpoid=0fff4d67c842968d40290e4ef075831e1a0dd2ad	https://www.base.net/media/catalog/product/0/1/01_1363353_001.jpg	https://www.base.net/media/catalog/product/0/2/02_1363353_001.jpg	3.99 EUR:ES	Under Armour	XS	0	adulte	Dataiads-allcategs-var	Fitness	Mujer	"outlet-base"	REBAJAS-ENERO-25
Pantalon Casual Mujer Nike Sportswear Club Fleece Women's	DQ5174-113	54.99 EUR	41.24 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-sportswear-club-fleece-women-s-coconut-milk-black-dq5174-113	Casual > Pantalon	Pantalon Casual Nike Sportswear Club Fleece Women's Mujer	196153338289	DQ5174-113	https://lp.base.net/nike-sportswear-club-fleece-women-s-coconut-milk-black-dq5174-113?lpoid=ee5e69312b69d3bcf9c1d843139b36e49c1f8d3c	https://www.base.net/media/catalog/product/0/1/01_dq5174_113.jpg	https://www.base.net/media/catalog/product/0/2/02_dq5174_113.jpg,https://www.base.net/media/catalog/product/0/3/03_dq5174_113.jpg,https://www.base.net/media/catalog/product/0/4/04_dq5174_113	3.99 EUR:ES	Nike	M	2	adulte	Dataiads-allcategs-var	Casual	Mujer	"REBAJAS"	REBAJAS-ENERO-25
Sudadera Fitness Mujer Nike DrI-Fit One CreW-Neck	FB5125-343	59.99 EUR	50.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-dri-fit-one-crew-neck-honeydew-white-fb5125-343	Fitness > Sudadera	Sudadera Fitness Nike DrI-Fit One CreW-Neck Mujer	196608868569	FB5125-343	https://lp.base.net/nike-dri-fit-one-crew-neck-honeydew-white-fb5125-343?lpoid=6a2a9fdd3cf8a11822e17a764b5bb0a889486caf	https://www.base.net/media/catalog/product/0/1/01_fb5125_343.jpg	https://www.base.net/media/catalog/product/0/2/02_fb5125_343.jpg,https://www.base.net/media/catalog/product/0/3/03_fb5125_343.jpg	0.00 EUR:ES	Nike	L	5	adulte	Dataiads-allcategs-var	Fitness	Mujer	"REBAJAS"	REBAJAS-ENERO-25
Camiseta Casual Hombre New Era Camiseta La Dodgers Gris	11204002-020	30.00 EUR	18.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/new-era-camiseta-la-dodgers-gris-grey-11204002-020	Casual > Camiseta	Camiseta Casual New Era Camiseta La Dodgers Gris Hombre	889676351599	11204002-020	https://lp.base.net/new-era-camiseta-la-dodgers-gris-grey-11204002-020?lpoid=41df46ddfe7bb19d0366ffab80e56bdc8c78de17	https://www.base.net/media/catalog/product/0/1/01_11204002_020.jpg		3.99 EUR:ES	New Era	L	0	adulte	Dataiads-allcategs-ori	Casual	Hombre	"REBAJAS"	REBAJAS-ENERO-25
Short Outdoor Mujer Regatta Chaska Short ii	RWJ226-GHG	34.99 EUR	20.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/regatta-chaska-short-ii-bristol-blue-rwj226-ghg	Outdoor > Short	Short Outdoor Regatta Chaska Short ii Mujer	5063019024165	RWJ226-GHG	https://lp.base.net/regatta-chaska-short-ii-bristol-blue-rwj226-ghg?lpoid=5de2aeb39b0365740e72b42991a0848bb6c88ad6	https://www.base.net/media/catalog/product/0/1/01_rwj226_ghg.jpg	https://www.base.net/media/catalog/product/0/2/02_rwj226_ghg.jpg,https://www.base.net/media/catalog/product/0/3/03_rwj226_ghg.jpg,https://www.base.net/media/catalog/product/0/4/04_rwj226_ghg	3.99 EUR:ES	Regatta	10	0	adulte	Dataiads-allcategs-ori	Outdoor	Mujer	"REBAJAS"	REBAJAS-ENERO-25
